n_players,mean_lon,std_lon,mean_lat,std_lat,weighted_lon,weighted_lat,mean_height_px,max_height_px,std_height_px,size_gradient,largest_player_lon,largest_player_lat,nearest_player_lon,nearest_player_dist,nearest_player_height,players_left_frac,left_third_count,mid_third_count,right_third_count,top5_cluster_std,yaw_deg,ball_lon,ball_lat,clip,timestamp_s,split
15,-47.373099738610634,24.560011093626134,10.044000136711345,5.204512148703582,-47.968880708733394,12.349102793774476,40.41373901367187,85.20654296875,18.18280068819505,-0.8695073808942553,-25.34537884642565,24.756869429273998,-68.59807175730393,0.8605422812282768,20.46044921875,1.0,8,3,4,20.98373435629132,-28.0,-67.73752947607565,4.245527136388618,VID_20241028_124047_10_010,1146.0,train
20,-6.684110179169627,29.530362910913595,13.018705754061227,5.75761980689364,-8.39377194206836,15.175341898685913,46.52830047607422,80.4638671875,18.18637051770323,3.243470779573073,-25.745260068172023,21.226367044404878,-29.88228857430517,0.6049162121156257,24.52197265625,0.6,8,6,6,34.44315167098495,-5.0,-30.487204786420797,14.086021097481488,VID_20241028_124047_10_010,1352.0,train
19,-6.805567314090078,27.671577450334976,9.196583921546507,5.214271229090634,-3.339569189858783,11.26029011210813,45.3985595703125,80.77923583984375,18.333444991321137,-6.780664270574398,8.684092412270381,18.35892477853105,20.180120608284554,2.350600617124357,45.669525146484375,0.5789473684210527,6,6,7,19.975219253587063,-5.0,17.829519991160197,13.392001248096186,VID_20241028_124047_10_010,1352.0,train
18,-2.2363128139677326,26.1496523039378,12.219551950388482,4.939049823570423,-0.42978169373470065,13.953989524154267,47.13038126627604,79.13995361328125,16.938915734896174,-0.03612213134765341,10.971653950648854,20.693158828009913,22.124402902129553,1.209307569298744,47.0010986328125,0.4444444444444444,5,6,7,19.52990421842401,-5.0,20.91509533283081,16.61346726932641,VID_20241028_124047_10_010,1352.0,train
6,-32.580693588816644,20.069111108853058,5.634722160248792,4.200001580306939,-33.35494158393921,7.112403545448069,33.700836181640625,60.748626708984375,12.475874860407755,-8.762858072916668,-28.660084299515134,14.575272620230571,-43.906634899533564,1.3945661094994222,25.77581787109375,0.8333333333333334,4,1,1,8.950402839557428,-12.0,-45.30120100903299,3.694291619605483,VID_20241028_124047_10_010,1368.0,train
8,-40.495656371343834,12.945326192123996,4.529376949868866,3.823862256509499,-37.974364204022876,6.051950681464732,30.380218505859375,62.177490234375,12.521097075600306,-7.8266754150390625,-23.677316849537522,14.101450861233923,-39.97617146011548,0.7202473034107015,24.749755859375,1.0,3,2,3,13.042689151850595,-12.0,-40.69641876352618,3.9437710668145347,VID_20241028_124047_10_010,1368.0,train
7,10.493037486451724,22.165871720772117,6.814307347743353,4.115396924575946,9.50372695173731,8.635129454279998,29.673575265066965,61.989990234375,14.107291202450702,14.744061279296876,-1.914813481118884,16.660845808289224,19.243931675521825,1.6997765158284288,30.32000732421875,0.2857142857142857,1,1,5,9.558429308638429,-12.0,17.544155159693396,3.987589992564379,VID_20241028_124047_10_010,1368.0,train
13,-30.22191323984356,20.3971230651202,5.642670317956941,5.629282817043753,-31.876990190349897,8.014958262408479,36.258767934945915,75.1328125,15.870763551829898,5.392299652099609,-41.43325797145363,22.02316657793157,-53.27660510942902,1.8178821086533432,26.40606689453125,0.9230769230769231,9,3,1,19.43725674747106,-5.0,-55.094487218082364,5.241895482612961,VID_20241028_124047_10_010,1390.0,train
15,16.273706756847606,20.44233152462313,7.826693844933857,5.4026637727423426,18.509258275604928,10.170223482665332,33.974176025390626,72.92645263671875,15.447188117359008,-3.214746093749998,29.57073148021137,24.462375170403067,41.97450172699895,3.025498273001041,25.192047119140625,0.26666666666666666,1,5,9,20.086238495511108,-5.0,44.99999999999999,6.540209562295196,VID_20241028_124047_10_010,1390.0,train
13,16.651929844348782,21.43906034913826,9.332256975122124,5.548814923028919,20.130842709914727,11.70995538663263,36.62661508413461,77.43505859375,16.348273586806645,-9.631265258789064,30.47310018719712,25.239728197767654,40.35777394527675,4.107368965008554,44.624267578125,0.3076923076923077,1,4,8,19.759370156675235,-5.0,44.4651429102853,6.39608952497604,VID_20241028_124047_10_010,1390.0,train
18,-17.628244159609057,25.05245858818458,11.493472665686363,5.007445999135234,-16.456297947649773,13.407465620578057,40.065970526801216,78.567138671875,15.90697166755286,2.5262994146966378,31.504188107618837,22.48682003813101,-28.210779385331723,0.9364855440397655,54.0533447265625,0.7222222222222222,5,8,5,29.47635818557838,-10.0,-27.274293841291957,20.885932175005568,VID_20241028_124047_10_010,1493.0,train
18,-10.71465319188625,24.984724794463546,6.934652765221978,5.409567870645894,-10.377596227247434,9.315544586404375,38.2615966796875,79.38751220703125,17.34849495161499,-2.6058265686035185,-52.97595311841749,19.00898863980462,5.583452262083551,4.008534940553414,57.893218994140625,0.6666666666666666,7,6,5,29.204698419263984,-10.0,9.591987202636965,20.393345298278167,VID_20241028_124047_10_010,1493.0,train
19,1.7101074402754146,23.169214033250885,9.642983987171101,3.73386167868741,2.3616889401041536,10.736227210583523,34.818409166837995,56.74853515625,11.699004849944727,-3.7221584743923657,1.7379693988949967,15.887343140973453,3.6578971975254424,0.5017215968757283,38.9271240234375,0.3684210526315789,5,7,7,23.604679125074675,-4.0,4.159618794401171,16.22560959301725,VID_20241028_124047_10_010,1588.0,train
18,5.821308138655999,22.215585779249707,5.793220369606368,3.607695222747313,5.733188104213339,6.924361573968353,34.387022230360245,54.803192138671875,11.451419315182331,4.639501953124999,31.444263430288714,10.723461855290743,8.789186106599322,0.6171635017681094,33.985809326171875,0.2777777777777778,4,5,9,23.63202021289357,-4.0,9.406349608367432,16.378082449697306,VID_20241028_124047_10_010,1588.0,train
17,-16.2487458035704,21.381668230839853,7.100683949661477,3.652312160891717,-17.263062452160245,8.218669950282797,34.7711379107307,57.197509765625,11.302906583927472,1.0380744934082031,-43.319423566675354,11.861885206206596,-14.589006738514986,0.24978935599442487,34.2554931640625,0.7647058823529411,8,6,3,21.863174884329165,-4.0,-14.83879609450941,15.50320515114423,VID_20241028_124047_10_010,1588.0,train
17,-1.6275772136562905,29.37908649114575,12.870668898686207,5.58445096313055,-1.3664583113224806,14.722929523878916,50.26779533835018,85.678955078125,17.17814926155012,2.7626465691460496,-26.2346676650552,25.215984648051133,38.758600209742475,1.1267908613449293,42.450469970703125,0.5294117647058824,5,5,7,31.38845752640764,-8.0,37.631809348397546,12.312221346814788,VID_20241028_124047_10_010,1608.0,train
20,-19.089307460969398,26.096928278528836,9.03959719906791,5.781519530141975,-20.562610338922465,11.28335921221152,44.44712677001953,75.9803466796875,18.259897325697203,7.288046264648436,25.88597361517926,19.29873353928193,-57.79440432254599,0.6127712817773983,38.464874267578125,0.7,8,6,6,30.79981878983469,-8.0,-57.18163304076859,12.504782251424805,VID_20241028_124047_10_010,1608.0,train
19,-19.785529118476955,27.117156207953098,11.471100500558132,5.740087328966187,-19.725246473081672,13.728260561056848,45.651399311266445,76.3492431640625,18.554075917040876,-5.656618923611113,28.44831530133728,21.265152511681233,-56.32213607061859,0.7967065098254693,41.9027099609375,0.7368421052631579,8,6,5,31.210760800065287,-8.0,-55.52542956079312,12.90248391069523,VID_20241028_124047_10_010,1608.0,train
15,-26.467554820388873,27.670185882523505,13.7756752868484,5.7740965358325065,-24.011067819989442,16.249417967061127,50.20706583658854,108.6549072265625,22.46746557345618,-3.167398180280415,26.25750475355047,24.269611190993746,-9.933793406835369,2.9308960884202158,69.5225830078125,0.8666666666666667,6,5,4,31.98099094097092,-23.0,-12.864689495255584,22.646660479108032,VID_20241028_124047_10_010,1631.0,train
15,-26.454735865845084,27.674942041616266,13.782533169520445,5.755349603176402,-23.685590882244732,16.140620578748937,51.326741536458336,109.54150390625,22.063481728070418,-4.789919172014507,26.246828647916153,24.236078713673987,-9.890794418703345,2.973895076552239,70.793701171875,0.8666666666666667,6,5,4,31.986623105315427,-23.0,-12.864689495255584,22.646660479108032,VID_20241028_124047_10_010,1631.0,train
17,-13.844407997423126,25.75842401499703,9.64886923281663,5.585047918947167,-14.778822674428852,11.98044780931954,42.27860933191636,83.19879150390625,17.9624134051332,5.731402926974823,12.341370484284688,21.055030639213033,-39.90699261995124,4.350945858867377,70.596923828125,0.5882352941176471,6,3,8,23.392381861101374,-23.0,-35.55604676108386,23.12178299052966,VID_20241028_124047_10_010,1631.0,train
22,-21.58269779838215,24.89412598816018,11.132539863822386,4.55094748996752,-19.99138762758579,12.798138150201682,49.488915183327414,88.49322509765625,19.051195236681096,-10.429912821451822,19.648310086711778,22.784261757297248,-10.431494271043086,3.0848218378780423,33.0042724609375,0.8181818181818182,9,8,5,24.10814080973711,-8.0,-13.516316108921128,11.662668767406917,VID_20241028_124047_10_010,1664.0,train
21,-18.47458560081007,25.331824910667162,13.164017083235901,4.50026910249125,-16.129022612655856,14.837380565246763,49.22266642252604,97.876220703125,20.239087405115082,-8.38306681315104,2.401141519237891,19.63980993962814,-14.08794190983124,1.509981701561447,48.415771484375,0.7619047619047619,8,8,5,29.322827129104613,-8.0,-12.577960208269793,11.661022774044584,VID_20241028_124047_10_010,1664.0,train
21,-7.707686093569563,23.076494331091553,12.955992546295667,4.811506773823073,-9.528034755045867,14.682952793028234,51.6673583984375,89.871826171875,20.154206413901516,0.8229437607985304,-20.488710333208694,18.490087152978774,-3.766720042780431,0.18473338224389035,64.28076171875,0.7142857142857143,8,8,5,11.4264639745282,-8.0,-3.9514534250243214,12.402672196962905,VID_20241028_124047_10_010,1664.0,train
15,-12.83488415321908,26.314401851099547,8.860162335217455,5.038868060916574,-13.820714580343232,10.44638036027441,34.65543009440104,62.04998779296875,12.627914768560876,0.49321662055121607,-64.30714583181533,25.17441325701465,-4.1473755416089055,2.0944230265916133,37.474090576171875,0.6666666666666666,4,6,5,35.55319088094515,-15.0,-2.0529525150172923,8.062902613245011,VID_20241028_124047_10_010,242.0,train
14,-18.543447166505263,26.530840554626177,9.216370860330082,5.204536478109559,-15.57666316390733,11.069729135984627,35.309055873325896,69.82861328125,13.895774504680654,-3.5274785359700545,34.20723573518319,25.663456832007526,-27.730879614679893,0.48793952410919417,32.79541015625,0.7142857142857143,6,4,4,35.59978361558992,-15.0,-27.2429400905707,7.596174309977701,VID_20241028_124047_10_010,242.0,train
13,-16.982145959163354,22.408473989194935,5.026888219016214,2.785132548300588,-13.615711410583478,5.865175446896023,32.687417837289665,54.0479736328125,11.369829914825566,-9.886041550409228,24.99651172891594,6.308206570041469,-4.399158424305977,0.23925312111122743,29.409271240234375,0.7692307692307693,5,5,3,27.314606274151203,-15.0,-4.1599053031947495,6.689032976708494,VID_20241028_124047_10_010,242.0,train
3,-20.268253070704095,25.99638490007852,9.614465022900227,2.8087041075006978,-24.842054394010372,10.200477676432179,39.20842488606771,49.604156494140625,8.27709141852417,15.593597412109375,-56.81879971235435,12.822836809193289,-5.422439905203409,15.33506457873704,29.3509521484375,0.6666666666666666,1,0,2,25.996384900078525,-12.0,-20.757504483940448,7.981072889269709,VID_20241028_124047_10_010,253.0,train
13,-25.517916206003957,18.048994468481187,8.798999147095213,3.3741856336779397,-25.615297895982366,9.754370593173668,36.791088397686295,62.9296875,11.585298591487375,1.58696783156622,-30.341561485178264,16.458921486145844,-21.125210479099643,0.5804749973684231,39.30517578125,0.9230769230769231,3,6,4,20.5396475675066,-12.0,-21.705685476468066,7.608711476922774,VID_20241028_124047_10_010,253.0,train
12,-25.131267623838994,18.25088741899081,7.183599016810201,3.5069844449167786,-26.592455496682184,8.350610116494996,36.282857259114586,63.323150634765625,14.747785346120013,8.190586635044646,-33.11476275652026,14.700422911847115,-24.17793448226611,1.1009894009369248,37.9132080078125,0.9166666666666666,2,4,6,19.997673220502353,-12.0,-23.076945081329185,6.982701010717698,VID_20241028_124047_10_010,253.0,train
12,15.638169354103232,18.384457016377574,5.942854965145148,1.6326025749087387,15.203034273460315,6.300366086134319,26.69158426920573,49.9583740234375,8.374240083383555,3.0091171264648438,23.99393124484841,7.45978826683183,2.687285533317727,0.5038364518741965,24.905029296875,0.16666666666666666,1,3,8,14.953403097743019,-10.0,3.1911219851919235,5.98241154660466,VID_20241028_124047_10_010,307.0,train
14,13.993369365892272,17.530856463401513,4.727211759844665,1.6013127755093224,14.067372925291673,5.161818734838312,26.62902614048549,53.780181884765625,10.017692354449663,-2.082091013590496,22.585068299975127,5.974674410050926,5.74277571682949,2.0377104404663537,19.485565185546875,0.14285714285714285,1,4,9,15.11145744228136,-10.0,3.705065276363136,5.822362315234263,VID_20241028_124047_10_010,307.0,train
10,16.286342713210367,12.365066304683568,4.43755484046077,1.8382021237990154,15.500843707446714,4.867573800248531,28.94984130859375,54.557830810546875,9.994596936245905,1.7443771362304688,23.160146728674476,5.7519106157081215,6.5159005758550315,1.9822190875936876,33.038726806640625,0.1,3,3,4,15.437462264349007,-10.0,4.533681488261344,5.648612472455893,VID_20241028_124047_10_010,307.0,train
17,-13.842551583142571,25.583166369996164,5.720491282891151,3.6300261232351225,-16.668134564219486,6.966873601835414,33.82141472311581,68.0621337890625,13.103782162583054,8.948437160915798,-23.5432958120284,16.570893695808742,23.748293351686673,0.6731843800090367,29.92376708984375,0.7058823529411765,6,6,5,19.085899808811774,-6.0,24.42147773169571,5.932112931992599,VID_20241028_124047_10_010,375.0,train
15,-6.9589265813763825,25.436473230620027,6.658887152371852,3.604989118262131,-3.3843787051143757,7.744052991911659,36.232794189453124,69.13714599609375,12.566456303306591,-7.047054290771484,3.065718538015471,17.01922975873262,-40.48878264115326,2.989596825964547,21.158660888671875,0.5333333333333333,6,5,4,20.723302755245786,-6.0,-37.49918581518871,6.164022093510275,VID_20241028_124047_10_010,375.0,train
16,-3.421860098832598,23.0779740892111,9.252408956880386,3.469518965419328,0.40252735339259926,10.249499226731198,39.29644012451172,70.96875,14.140817376846092,-9.651611328125,5.4549151360967105,19.490035776900097,-38.70542674174357,1.8283773269116566,17.51519775390625,0.5,5,7,4,12.893605849923441,-6.0,-36.877049414831916,7.017016117961551,VID_20241028_124047_10_010,375.0,train
13,-49.90899087575043,15.947545253769178,7.26786538019653,2.591648317608851,-49.20439826948208,7.859740105261313,31.391017033503605,48.2474365234375,9.415046437867483,-0.00402468726748495,-27.54464339065447,13.648229864921538,-30.955227523587915,1.1992126311969784,34.0457763671875,1.0,6,3,4,19.834900377048793,-25.0,-29.756014892390937,4.864495546086342,VID_20241028_124047_10_010,390.0,train
9,-48.62958771106518,17.46308153285545,7.908460021556219,2.707299399683846,-47.96820843159524,8.35929344027404,34.434916178385414,47.05731201171875,7.566949889997782,-1.6363357543945298,-27.99310357642921,13.403468633128645,-31.512612081069182,1.6202253490586394,31.309539794921875,1.0,4,2,3,19.727426615554283,-25.0,-29.892386732010543,4.891540004340252,VID_20241028_124047_10_010,390.0,train
12,-49.50479971206016,14.135161909926502,7.339752025954312,2.587309828258218,-50.018214059147134,7.902973946924966,33.49211629231771,54.80377197265625,11.034550787985024,-0.7870890299479143,-68.67472246122531,7.217667888482519,-29.961581530530886,0.6400163394938616,47.512542724609375,1.0,4,5,3,17.712704505727228,-25.0,-29.321565191037024,6.341878613814536,VID_20241028_124047_10_010,390.0,train
11,-24.64964825605499,19.529540444517007,4.564416314798394,2.013795025245479,-21.898287845916546,4.956021316789995,29.513261274857953,41.04290771484375,7.130852494872812,-8.732784816196986,-7.279380780562526,8.46571217084963,-47.69602190443014,7.7847661983968095,32.495208740234375,0.8181818181818182,7,2,2,23.46613554064082,-30.0,-55.48078810282695,3.9123213095919516,VID_20241028_124047_10_010,398.0,train
10,-23.862388900771222,19.451416330513137,6.595331531571205,2.087853178376352,-20.707704913305943,7.02957796585719,28.2619873046875,41.082550048828125,6.982986973174011,-11.21450660342262,-5.13919972623572,10.4988465878573,-45.31026043841034,9.50221815450179,31.91436767578125,0.8,7,0,3,21.36163655677471,-30.0,-54.81247859291213,4.407988625455324,VID_20241028_124047_10_010,398.0,train
12,-35.97268272288984,19.986046261769154,6.376499283272751,2.093482043715807,-39.38950204958485,6.81373004960473,28.186192830403645,41.02337646484375,7.157420587438859,9.993270874023438,-55.662197417366144,10.63450021835772,-9.134116127896462,3.545194820346154,18.9981689453125,1.0,4,2,6,21.21689004234493,-30.0,-5.588921307550308,4.21441151587288,VID_20241028_124047_10_010,398.0,train
15,-11.891469428757253,20.706578756780903,7.112904894647659,3.0153531835167535,-9.821882090485179,8.106664885868831,31.272705078125,56.15399169921875,11.72651058693712,-10.549556187220979,1.0061343898783708,15.094228815334153,-14.279789940895242,0.5294709662163122,47.181549072265625,0.6666666666666666,6,6,3,5.5339142416545295,-3.0,-14.809260907111554,7.867495404272487,VID_20241028_124047_10_010,407.0,train
14,-3.334820952522395,20.017549808248454,7.8140295951834675,2.8653112030291754,-4.522880641499182,8.55533834586877,33.930267333984375,58.195068359375,11.557411510789642,5.21941630045573,-22.17723514261511,7.919169411095702,5.939927085251179,1.1953834194932362,44.50732421875,0.6428571428571429,5,5,4,9.038604499096744,-3.0,7.135310504744416,7.192930104906232,VID_20241028_124047_10_010,407.0,train
14,-0.8079210490875993,20.67267912086438,7.547184745501039,2.916624468131173,-3.315487249335809,8.22687865432509,35.949820382254465,59.14593505859375,11.975633069375075,12.1046142578125,-22.288112506409657,7.596906991219354,5.634599378734421,1.6670845592099148,42.31805419921875,0.5714285714285714,4,5,5,7.273546733752786,-3.0,7.301683937944336,7.148484666476493,VID_20241028_124047_10_010,407.0,train
14,-0.7544838773321506,21.860425661907,8.649440680397618,3.137222836094398,0.5662154388894782,9.446396214079142,35.917327880859375,58.02685546875,11.30424208998281,-1.4549124581473194,34.215218011474626,14.621031793351596,31.492272145074757,4.186449564225278,28.5009765625,0.5,4,5,5,23.664403054079365,-12.0,27.30582258084948,7.493342042636793,VID_20241028_124047_10_010,422.0,train
16,-25.085892588151836,21.15955957955434,5.646753547991587,3.3196826601824023,-26.115860206595052,6.713045323308322,31.831510543823242,56.28277587890625,11.821630836700527,4.566448211669922,-58.813265991564954,12.287232439844635,-56.100908572656124,5.1190023700945915,28.753326416015625,0.8125,6,5,5,22.93469788691346,-12.0,-50.98190620256153,8.05071625172056,VID_20241028_124047_10_010,422.0,train
15,-25.780296790474715,20.863807339655494,8.358847961272756,3.179294485080352,-27.936307003617774,9.493128306591295,31.308207194010418,57.28472900390625,11.68825431473831,4.314278193882533,-59.90762569836508,14.565984260179409,-57.36490859880947,4.327802844739352,28.428070068359375,0.8,5,5,5,22.98833574662524,-12.0,-53.03710575407012,8.80774595003959,VID_20241028_124047_10_010,422.0,train
15,-10.717773134255701,22.798101845296905,9.135832269634736,4.566651866224477,-8.671858096143614,10.809743552318215,42.42843017578125,78.0743408203125,16.900813158668008,-0.6352664402553003,-17.498505843876394,20.948669735705813,14.154578232893869,2.0213773290690042,56.311126708984375,0.5333333333333333,2,4,9,22.194518475191835,-22.0,12.133200903824864,7.2781324907632206,VID_20241028_124047_10_010,440.0,train
15,-7.87440876496158,23.774082105693555,10.355858872954872,4.466848684930723,-4.7927209504202715,11.933783123749489,43.48553466796875,78.058349609375,16.762119609748478,-3.3710861206054688,-10.270193191723669,21.933893674721002,8.557680192821039,4.368651801227038,64.9671630859375,0.5333333333333333,2,5,8,21.29759255914419,-22.0,12.926331994048077,6.1859682404934535,VID_20241028_124047_10_010,440.0,train
14,-3.4902558728429036,18.55237868858556,9.47472066323563,4.406942681394452,-3.850705590740878,10.896317551958646,44.51759556361607,77.32305908203125,15.881430423076115,6.564329783121742,-12.48245890982732,20.835409090852405,13.251829059912723,0.426853308560311,26.445709228515625,0.42857142857142855,3,3,8,21.630608157149116,-22.0,12.824975751352412,5.8092459373616006,VID_20241028_124047_10_010,440.0,train
20,-10.219305199195025,25.630014301159022,10.713987905389825,5.397780535253706,-12.240549352840636,12.640718626052475,39.42790222167969,83.04180908203125,17.47811137427778,4.273516845703128,-43.0931819595979,20.791743361924087,-47.004543238130836,1.0226865513887304,48.873687744140625,0.55,7,6,7,32.88696304885386,-13.0,-48.027229789519566,16.336863970492086,VID_20241028_124047_10_010,450.0,train
18,-16.427097652169856,25.278367947726323,10.394566743714252,5.385036488061472,-15.083879594000265,12.216743220853315,44.04954698350694,84.32110595703125,16.929105576420245,-7.8339149475097685,14.734784091586594,19.743957925659,22.34703985432847,1.315392917754295,40.02923583984375,0.6666666666666666,6,5,7,31.65621653585081,-13.0,23.662432772082767,15.087842274959172,VID_20241028_124047_10_010,450.0,train
19,-15.469780871256088,24.624566671342453,11.85461537904702,5.425481041487894,-14.140531656152085,13.971868819530544,42.74342908357319,84.345947265625,17.695872394170113,-5.828515964084197,15.587052470971411,21.478738671641054,19.539999308007523,1.3699227725356522,49.406494140625,0.6842105263157895,6,6,7,28.815911075082234,-13.0,20.909922080543176,14.80399876018402,VID_20241028_124047_10_010,450.0,train
17,-9.68983712128212,19.760765609220574,7.830666009568788,4.99578816997118,-12.246652815730444,10.12646268314533,38.1413143382353,72.91900634765625,17.782863492871375,10.97140121459961,19.916778611135282,17.801058563798104,1.0720505672028757,0.31574451182971686,18.6153564453125,0.6470588235294118,6,3,8,27.73892170588656,-11.0,0.7563060553731589,5.6397489188142,VID_20241028_124047_10_010,456.0,train
15,-9.68474758240591,20.311672946868256,10.18061337932739,4.959599931099675,-12.693769139145365,12.07230732911706,41.58977457682292,69.89849853515625,16.515024130466774,14.427949632917134,-29.397274935073476,17.20399770918022,-1.1690420219772388,0.09076620510317035,38.037261962890625,0.6666666666666666,5,3,7,27.755232454598527,-11.0,-1.0782758168740685,6.7257918894461435,VID_20241028_124047_10_010,456.0,train
15,-9.099732385331748,20.56811203689084,10.069138431763854,5.067304980453629,-11.391490835981784,12.250287229152958,40.305023193359375,73.021240234375,17.888135224506854,11.651033673967632,21.646300281511074,19.401143802358146,-1.9162794130219662,0.9481692126509973,17.57366943359375,0.6,6,3,6,27.74480076057966,-11.0,-0.968110200370969,5.596756764281317,VID_20241028_124047_10_010,456.0,train
9,8.966093463474147,18.483482866993377,5.545574022827574,2.293628383452407,8.40125997235283,6.248636062780212,24.78466118706597,41.4793701171875,8.303433877868455,10.531684875488281,7.373742810249732,10.27860600652522,16.962118140341822,2.9920714856104222,19.45281982421875,0.2222222222222222,1,3,5,13.524877228279992,-1.0,13.9700466547314,4.869900837339834,VID_20241028_124047_10_010,468.0,train
9,-9.056600797434724,16.99437149783934,5.406142793499015,2.2310238957479096,-10.341252265633408,5.940515870155984,30.735761854383682,45.8116455078125,8.042817737528836,10.22380574544271,-10.603919683629568,8.17728215495303,-12.194230619113887,2.916573933700402,41.214874267578125,0.7777777777777778,2,6,1,5.270092649314771,-1.0,-15.110804552814288,3.9242366542953744,VID_20241028_124047_10_010,468.0,train
12,7.889060355579623,16.52501600127514,6.2245963464503085,2.1554426523676296,8.097453681755592,6.988061332768785,26.877947489420574,51.4932861328125,10.054246835539344,-4.74204363141741,7.971348199179438,10.577767601561261,11.816406820163214,0.9709456810655634,17.69793701171875,0.25,1,6,5,12.57527298888093,-1.0,12.787352501228778,4.650749059048241,VID_20241028_124047_10_010,468.0,train
16,-7.33895635260094,18.41815665692706,8.559236771606326,3.2078594357347767,-6.085656462767989,9.614611177575695,34.581214904785156,59.34521484375,11.777905850295069,1.92315673828125,-9.851291124928174,15.902928226561883,-3.9356221848336315,0.34761841433375373,22.8170166015625,0.625,1,10,5,18.288496660061163,-15.0,-3.5880037704998777,6.006812801367636,VID_20241028_124047_10_010,572.0,train
