clip,timestamp_s,yaw_deg,split,n_players,mean_lon,weighted_lon,height_weighted_cluster_lon,height_weighted_cluster_size,ball_lon,cluster_lon_eps8,cluster_size_eps8,cluster_height_eps8,n_clusters_eps8,cluster_lon_eps12,cluster_size_eps12,cluster_height_eps12,n_clusters_eps12,cluster_lon_eps15,cluster_size_eps15,cluster_height_eps15,n_clusters_eps15,cluster_lon_eps20,cluster_size_eps20,cluster_height_eps20,n_clusters_eps20,cluster_lon_eps25,cluster_size_eps25,cluster_height_eps25,n_clusters_eps25
VID_20241028_124047_10_010,422.0,-12.0,train,14,-0.7544838773321506,0.5662154388894782,1.418733277906451,34,27.30582258084948,9.84547671479333,6,32.81664021809896,4,-6.35585536993329,12,34.6928965250651,2,-0.7544838773321506,14,35.917327880859375,1,-0.7544838773321506,14,35.917327880859375,1,-0.7544838773321506,14,35.917327880859375,1
VID_20241028_124047_10_010,422.0,-12.0,train,16,-25.085892588151836,-26.115860206595052,-25.809302926651583,36,-50.98190620256153,-27.859484132853005,11,29.94136463512074,3,-25.085892588151836,16,31.831510543823242,1,-25.085892588151836,16,31.831510543823242,1,-25.085892588151836,16,31.831510543823242,1,-25.085892588151836,16,31.831510543823242,1
VID_20241028_124047_10_010,422.0,-12.0,train,15,-25.780296790474715,-27.936307003617774,-28.306303822764583,33,-53.03710575407012,-28.286461882484343,10,29.182672119140626,3,-25.780296790474715,15,31.308207194010418,1,-25.780296790474715,15,31.308207194010418,1,-25.780296790474715,15,31.308207194010418,1,-25.780296790474715,15,31.308207194010418,1
VID_20241028_124047_10_010,440.0,-22.0,train,15,-10.717773134255701,-8.671858096143614,-2.365489842082473,30,12.133200903824864,6.597261127768,8,42.72488784790039,3,-3.7034987980622267,13,42.64240910456731,1,-3.7034987980622267,13,42.64240910456731,1,-6.55559648488073,14,43.7425297328404,1,-6.55559648488073,14,43.7425297328404,1
VID_20241028_124047_10_010,440.0,-22.0,train,15,-7.87440876496158,-4.7927209504202715,2.7874118703279747,29,12.926331994048077,-7.979649301207893,3,57.605224609375,5,1.8105947496011139,12,44.86136372884115,2,1.8105947496011139,12,44.86136372884115,2,-3.7720300131041533,14,44.888013567243306,1,-3.7720300131041533,14,44.888013567243306,1
VID_20241028_124047_10_010,440.0,-22.0,train,14,-3.4902558728429036,-3.850705590740878,2.6098928247254785,28,12.824975751352412,10.315392940554517,8,41.70431137084961,3,2.4913464906070604,12,44.151868184407554,2,2.4913464906070604,12,44.151868184407554,2,-3.4902558728429036,14,44.51759556361607,1,-3.4902558728429036,14,44.51759556361607,1
VID_20241028_124047_10_010,450.0,-13.0,train,20,-10.219305199195025,-12.240549352840636,-12.577817016629302,38,-48.027229789519566,-32.76784150012046,10,41.56466064453125,3,-10.219305199195025,20,39.42790222167969,1,-10.219305199195025,20,39.42790222167969,1,-10.219305199195025,20,39.42790222167969,1,-10.219305199195025,20,39.42790222167969,1
VID_20241028_124047_10_010,450.0,-13.0,train,18,-16.427097652169856,-15.083879594000265,-14.529297787297049,38,23.662432772082767,9.147917611313888,8,48.4017219543457,2,-16.427097652169856,18,44.04954698350694,1,-16.427097652169856,18,44.04954698350694,1,-16.427097652169856,18,44.04954698350694,1,-16.427097652169856,18,44.04954698350694,1
VID_20241028_124047_10_010,450.0,-13.0,train,19,-15.469780871256088,-14.140531656152085,-14.154439149368613,37,20.909922080543176,4.983258294660694,10,44.87662353515625,2,-15.469780871256088,19,42.74342908357319,1,-15.469780871256088,19,42.74342908357319,1,-15.469780871256088,19,42.74342908357319,1,-15.469780871256088,19,42.74342908357319,1
VID_20241028_124047_10_010,456.0,-11.0,train,17,-9.68983712128212,-12.246652815730444,-10.819994287358272,35,0.7563060553731589,3.0659356201649284,11,33.3611006303267,3,-9.68983712128212,17,38.1413143382353,1,-9.68983712128212,17,38.1413143382353,1,-9.68983712128212,17,38.1413143382353,1,-9.68983712128212,17,38.1413143382353,1
VID_20241028_124047_10_010,456.0,-11.0,train,15,-9.68474758240591,-12.693769139145365,-11.702470764607524,34,-1.0782758168740685,2.793567088967618,10,35.72140197753906,3,2.793567088967618,10,35.72140197753906,2,-9.68474758240591,15,41.58977457682292,1,-9.68474758240591,15,41.58977457682292,1,-9.68474758240591,15,41.58977457682292,1
VID_20241028_124047_10_010,456.0,-11.0,train,15,-9.099732385331748,-11.391490835981784,-9.89266786550131,32,-0.968110200370969,5.53686880477828,9,35.828206380208336,3,-9.099732385331748,15,40.305023193359375,1,-9.099732385331748,15,40.305023193359375,1,-9.099732385331748,15,40.305023193359375,1,-9.099732385331748,15,40.305023193359375,1
VID_20241028_124047_10_010,468.0,-1.0,train,9,8.966093463474147,8.40125997235283,12.324352298389856,18,13.9700466547314,17.22727215905805,7,25.04909406389509,1,17.22727215905805,7,25.04909406389509,1,14.20707880320385,8,25.32776641845703,1,14.20707880320385,8,25.32776641845703,1,14.20707880320385,8,25.32776641845703,1
VID_20241028_124047_10_010,468.0,-1.0,train,9,-9.056600797434724,-10.341252265633408,-13.228694771572975,20,-15.110804552814288,-8.03713726334743,6,34.04120890299479,1,-8.03713726334743,6,34.04120890299479,2,-13.779298603125877,8,32.120914459228516,1,-13.779298603125877,8,32.120914459228516,1,-13.779298603125877,8,32.120914459228516,1
VID_20241028_124047_10_010,468.0,-1.0,train,12,7.889060355579623,8.097453681755592,11.125939512502693,25,12.787352501228778,11.54269901811291,11,27.562042236328125,1,11.54269901811291,11,27.562042236328125,1,11.54269901811291,11,27.562042236328125,1,11.54269901811291,11,27.562042236328125,1,11.54269901811291,11,27.562042236328125,1
VID_20241028_124047_10_010,572.0,-15.0,train,16,-7.33895635260094,-6.085656462767989,-7.335756854483814,32,-3.5880037704998777,-6.648221378226343,14,34.69525146484375,1,-6.648221378226343,14,34.69525146484375,1,-6.648221378226343,14,34.69525146484375,1,-4.224119329496201,15,35.3730712890625,1,-4.224119329496201,15,35.3730712890625,1
VID_20241028_124047_10_010,572.0,-15.0,train,13,-26.173706628923085,-27.446187794118554,-27.141203734695498,26,-26.899958820198094,-31.394743738545174,9,36.21678331163194,2,-27.5490759705952,11,37.42208584872159,1,-27.5490759705952,11,37.42208584872159,1,-30.287813724106005,12,38.030293782552086,1,-30.287813724106005,12,38.030293782552086,1
VID_20241028_124047_10_010,624.0,-4.0,train,17,15.749772279787855,16.914784647200946,26.76518170022351,30,32.584005333651476,29.29177370335893,11,44.06631192294034,3,26.66049267854293,13,43.77444223257211,2,26.66049267854293,13,43.77444223257211,2,15.749772279787855,17,43.45388434914982,1,15.749772279787855,17,43.45388434914982,1
VID_20241028_124047_10_010,624.0,-4.0,train,19,20.922519817760445,20.194615164464665,26.915145418558904,34,32.022995205598534,27.12587442231632,16,41.291561126708984,2,27.12587442231632,16,41.291561126708984,2,27.12587442231632,16,41.291561126708984,2,20.922519817760445,19,42.76629638671875,1,20.922519817760445,19,42.76629638671875,1
VID_20241028_124047_10_010,648.0,-29.0,train,15,-53.418974217404646,-51.668034644062296,-70.18660388724206,23,-75.57500057419418,-69.220762674795,10,43.35948791503906,2,-69.220762674795,10,43.35948791503906,2,-69.220762674795,10,43.35948791503906,2,-61.894978122880765,13,47.527435302734375,1,-58.289618532637185,14,45.41935729980469,1
VID_20241028_124047_10_010,648.0,-29.0,train,18,-55.36742530722594,-54.91052370998767,-62.130133923788364,40,-75.19983628380717,-70.02669280622582,12,46.36083984375,2,-62.599891624617825,16,47.57701110839844,1,-62.599891624617825,16,47.57701110839844,1,-62.599891624617825,16,47.57701110839844,1,-59.527145650922755,17,45.9087344898897,1
VID_20241028_124047_10_010,660.0,-18.0,train,10,-41.65443579617374,-39.451556522153155,-20.227804537186184,12,-34.773853326151354,-55.69473371782519,6,31.027537027994793,2,-55.69473371782519,6,31.027537027994793,2,-55.69473371782519,6,31.027537027994793,2,-41.65443579617374,10,34.339822387695314,1,-41.65443579617374,10,34.339822387695314,1
VID_20241028_124047_10_010,660.0,-18.0,train,13,3.023058836999823,1.612961640068022,2.223801297744381,32,-0.5730977985478596,-12.420269125212004,7,33.45133754185268,2,-12.420269125212004,7,33.45133754185268,2,3.023058836999823,13,31.31904015174279,1,3.023058836999823,13,31.31904015174279,1,3.023058836999823,13,31.31904015174279,1
