clip,timestamp_s,is_keyframe,time_since_kf,pan_prev,pan_velocity,wide_player_count,wide_action_pan,wide_action_pan_offset,wide_action_pan_std,wide_centroid_x,wide_centroid_y,wide_spread_x,wide_spread_y,wide_players_left_frac,wide_ball_eq_pan,wide_ball_x,wide_ball_y,wide_ball_conf,wide_ball_detected,studio_player_count,studio_action_pan,studio_action_pan_offset,studio_action_pan_std,studio_centroid_x,studio_centroid_y,studio_spread_x,studio_spread_y,studio_players_left_frac,studio_ball_eq_pan,studio_ball_x,studio_ball_y,studio_ball_conf,studio_ball_detected,target_pan,target_tilt,target_fov
VID_20241028_124047_10_010,241.58,1,0.0,0.0,8.9066,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,2,20.6862,20.6862,32.1725,0.6033,0.0863,0.1471,0.0215,0.5,0.0,0.0,0.0,0.0,0,8.9066,-4.7906,66.2147
VID_20241028_124047_10_010,242.047,0,0.47,8.9066,-0.2092,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,9.5623,9.5623,36.2011,0.5454,0.0858,0.1614,0.0191,0.5,0.0,0.0,0.0,0.0,0,8.6974,-4.76,65.1797
VID_20241028_124047_10_010,242.514,0,0.93,8.6974,-0.2062,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,5,11.391,11.391,33.911,0.5494,0.0853,0.1538,0.0197,0.4,0.0,0.0,0.0,0.0,0,8.4912,-4.7297,64.1898
VID_20241028_124047_10_010,242.981,0,1.4,8.4912,-0.2031,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,3,-12.0116,-12.0116,26.0766,0.4382,0.1003,0.1144,0.0195,0.6667,0.0,0.0,0.0,0.0,0,8.2881,-4.6999,63.2438
VID_20241028_124047_10_010,243.449,0,1.87,8.2881,-0.1999,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,5,-2.1392,-2.1392,42.0945,0.4901,0.0953,0.2044,0.0221,0.6,0.0,0.0,0.0,0.0,0,8.0881,-4.6706,62.3409
VID_20241028_124047_10_010,243.916,0,2.34,8.0881,-0.1967,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,-18.3824,-18.3824,34.6017,0.4,0.1063,0.1627,0.0215,0.75,0.0,0.0,0.0,0.0,0,7.8914,-4.6417,61.48
VID_20241028_124047_10_010,244.383,0,2.8,7.8914,-0.1934,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,3,-14.2515,-14.2515,29.3132,0.4235,0.1056,0.1354,0.0207,0.6667,0.0,0.0,0.0,0.0,0,7.698,-4.6134,60.66
VID_20241028_124047_10_010,244.85,0,3.27,7.698,-0.19,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,-10.2701,-10.2701,30.9926,0.4506,0.0885,0.1386,0.0235,0.6667,0.0,0.0,0.0,0.0,0,7.508,-4.5855,59.8801
VID_20241028_124047_10_010,245.317,0,3.74,7.508,-0.1866,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,-6.511,-6.511,41.3854,0.4505,0.1029,0.2217,0.0309,0.5714,0.0,0.0,0.0,0.0,0,7.3214,-4.5582,59.1392
VID_20241028_124047_10_010,245.784,0,4.2,7.3214,-0.183,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,-34.8401,-34.8401,15.2042,0.3361,0.0952,0.0992,0.0288,1.0,0.0,0.0,0.0,0.0,0,7.1384,-4.5313,58.4362
VID_20241028_124047_10_010,246.251,0,4.67,7.1384,-0.1795,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,-12.9664,-12.9664,39.2043,0.4375,0.0946,0.1961,0.0261,0.6667,0.0,0.0,0.0,0.0,0,6.9589,-4.505,57.7703
VID_20241028_124047_10_010,246.718,0,5.14,6.9589,-0.1758,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,3,-34.051,-34.051,16.3229,0.3226,0.1126,0.1249,0.0309,1.0,0.0,0.0,0.0,0.0,0,6.7831,-4.4792,57.1404
VID_20241028_124047_10_010,247.186,0,5.61,6.7831,-0.1721,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,-38.5027,-38.5027,15.2799,0.3055,0.1053,0.1122,0.0362,1.0,0.0,0.0,0.0,0.0,0,6.6111,-4.454,56.5454
VID_20241028_124047_10_010,247.653,0,6.07,6.6111,-0.1683,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,3,21.173,21.173,30.543,0.5952,0.1106,0.1418,0.0339,0.3333,0.0,0.0,0.0,0.0,0,6.4428,-4.4293,55.9845
VID_20241028_124047_10_010,248.12,0,6.54,6.4428,-0.1644,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,18.4325,18.4325,36.7327,0.6459,0.1445,0.2381,0.0608,0.4286,0.0,0.0,0.0,0.0,0,6.2784,-4.4052,55.4566
VID_20241028_124047_10_010,248.587,0,7.01,6.2784,-0.1604,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,6.6919,6.6919,45.5503,0.53,0.1178,0.2697,0.0547,0.4286,0.0,0.0,0.0,0.0,0,6.118,-4.3816,54.9607
VID_20241028_124047_10_010,249.054,0,7.47,6.118,-0.1564,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,6.3445,6.3445,41.0218,0.5518,0.1156,0.2212,0.0509,0.5,0.0,0.0,0.0,0.0,0,5.9616,-4.3587,54.4957
VID_20241028_124047_10_010,249.521,0,7.94,5.9616,-0.1523,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,9.1266,9.1266,35.2674,0.5675,0.1161,0.182,0.0492,0.5,0.0,0.0,0.0,0.0,0,5.8092,-4.3364,54.0608
VID_20241028_124047_10_010,249.988,0,8.41,5.8092,-0.1482,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,8.9687,8.9687,26.6084,0.5581,0.1068,0.147,0.0558,0.4286,0.0,0.0,0.0,0.0,0,5.661,-4.3146,53.6548
VID_20241028_124047_10_010,250.456,0,8.88,5.661,-0.1439,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,11,8.7848,8.7848,27.07,0.5476,0.1108,0.1336,0.0588,0.3636,0.0,0.0,0.0,0.0,0,5.5171,-4.2935,53.2769
VID_20241028_124047_10_010,250.923,0,9.34,5.5171,-0.1397,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,9,9.5932,9.5932,28.914,0.5545,0.1204,0.1408,0.0582,0.4444,0.0,0.0,0.0,0.0,0,5.3774,-4.273,52.926
VID_20241028_124047_10_010,251.39,0,9.81,5.3774,-0.1353,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,5,15.8042,15.8042,30.9857,0.5888,0.1329,0.1541,0.0586,0.4,0.0,0.0,0.0,0.0,0,5.2422,-4.2532,52.601
VID_20241028_124047_10_010,251.857,0,10.28,5.2422,-0.1308,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,21.5431,21.5431,20.0133,0.6013,0.1139,0.106,0.0582,0.25,0.0,0.0,0.0,0.0,0,5.1113,-4.234,52.301
VID_20241028_124047_10_010,252.324,0,10.74,5.1113,-0.1263,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,7.2794,7.2794,37.5677,0.5927,0.1304,0.1346,0.0652,0.3333,0.0,0.0,0.0,0.0,0,4.985,-4.2155,52.0251
VID_20241028_124047_10_010,252.791,0,11.21,4.985,-0.1217,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,5.9528,5.9528,36.1925,0.5832,0.1317,0.1306,0.0743,0.3333,0.0,0.0,0.0,0.0,0,4.8633,-4.1976,51.7721
VID_20241028_124047_10_010,253.258,0,11.68,4.8633,-0.1171,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,9,3.7554,3.7554,33.0165,0.5605,0.1201,0.1248,0.0696,0.375,0.0,0.0,0.0,0.0,0,4.7462,-4.1804,51.5412
VID_20241028_124047_10_010,253.725,0,12.15,4.7462,-0.1124,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,8.1906,8.1906,34.1239,0.6046,0.1466,0.1113,0.0843,0.2,0.0,0.0,0.0,0.0,0,4.6338,-4.164,51.3312
VID_20241028_124047_10_010,254.193,0,12.61,4.6338,-0.1076,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,10.438,10.438,33.994,0.5962,0.1361,0.1184,0.0841,0.2857,0.0,0.0,0.0,0.0,0,4.5262,-4.1482,51.1412
VID_20241028_124047_10_010,254.66,0,13.08,4.5262,-0.1027,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,0.8366,0.8366,31.6809,0.5521,0.1351,0.128,0.0899,0.4286,0.0,0.0,0.0,0.0,0,4.4235,-4.1331,50.9702
VID_20241028_124047_10_010,255.127,0,13.55,4.4235,-0.0978,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,1.8812,1.8812,31.1341,0.4868,0.1858,0.2183,0.137,0.5,0.0,0.0,0.0,0.0,0,4.3257,-4.1188,50.8172
VID_20241028_124047_10_010,255.594,0,14.01,4.3257,-0.0928,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,9,5.5868,5.5868,30.3914,0.5039,0.1783,0.211,0.1349,0.3333,0.0,0.0,0.0,0.0,0,4.233,-4.1052,50.6812
VID_20241028_124047_10_010,256.061,0,14.48,4.233,-0.0877,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,-2.9521,-2.9521,36.2466,0.4358,0.2144,0.2692,0.1381,0.375,0.0,0.0,0.0,0.0,0,4.1453,-4.0923,50.5612
VID_20241028_124047_10_010,256.528,0,14.95,4.1453,-0.0825,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,12,6.246,6.246,29.5735,0.4947,0.1832,0.2098,0.1455,0.25,0.0,0.0,0.0,0.0,0,4.0628,-4.0802,50.4562
VID_20241028_124047_10_010,256.995,0,15.42,4.0628,-0.0773,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,13,3.8081,3.8081,30.6632,0.4896,0.1681,0.2091,0.1316,0.3077,0.0,0.0,0.0,0.0,0,3.9854,-4.0689,50.3652
VID_20241028_124047_10_010,257.463,0,15.88,3.9854,-0.072,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,12,2.8845,2.8845,31.5387,0.4863,0.1777,0.2144,0.1463,0.3333,0.0,0.0,0.0,0.0,0,3.9134,-4.0583,50.2872
VID_20241028_124047_10_010,257.93,0,16.35,3.9134,-0.0667,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,10,-1.1261,-1.1261,32.4284,0.463,0.1926,0.2297,0.1553,0.4,0.0,0.0,0.0,0.0,0,3.8468,-4.0485,50.2211
VID_20241028_124047_10_010,258.397,0,16.82,3.8468,-0.0612,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,11,2.4335,2.4335,32.8892,0.4802,0.1854,0.2274,0.1556,0.3636,0.0,0.0,0.0,0.0,0,3.7855,-4.0396,50.1661
VID_20241028_124047_10_010,258.864,0,17.28,3.7855,-0.0557,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,12,3.064,3.064,31.5298,0.485,0.1808,0.2192,0.1491,0.3333,0.0,0.0,0.0,0.0,0,3.7298,-4.0314,50.121
VID_20241028_124047_10_010,259.331,0,17.75,3.7298,-0.0502,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,11,3.3353,3.3353,32.9195,0.4833,0.1958,0.2295,0.1589,0.3636,0.0,0.0,0.0,0.0,0,3.6797,-4.024,50.0849
VID_20241028_124047_10_010,259.798,0,18.22,3.6797,-0.0445,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,12,3.8989,3.8989,31.502,0.4874,0.1835,0.22,0.1509,0.3333,0.0,0.0,0.0,0.0,0,3.6351,-4.0175,50.0569
VID_20241028_124047_10_010,260.265,0,18.69,3.6351,-0.0388,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,12,5.5366,5.5366,31.6604,0.4961,0.2188,0.2192,0.1789,0.25,0.0,0.0,0.0,0.0,0,3.5963,-4.0118,50.0358
VID_20241028_124047_10_010,260.732,0,19.15,3.5963,-0.033,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,-8.2319,-8.2319,27.2141,0.4202,0.1593,0.1686,0.135,0.5,0.0,0.0,0.0,0.0,0,3.5633,-4.007,50.0207
VID_20241028_124047_10_010,261.2,0,19.62,3.5633,-0.0271,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,13,6.8661,6.8661,30.0899,0.5224,0.1838,0.2094,0.1414,0.3077,0.0,0.0,0.0,0.0,0,3.5362,-4.003,50.0106
VID_20241028_124047_10_010,261.667,0,20.09,3.5362,-0.0212,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,13,7.2586,7.2586,33.2601,0.5209,0.2159,0.2398,0.1263,0.3846,0.0,0.0,0.0,0.0,0,3.515,-3.9999,50.0044
VID_20241028_124047_10_010,262.134,0,20.55,3.515,-0.0152,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,-3.318,-3.318,35.5993,0.4692,0.1968,0.2493,0.1067,0.625,0.0,0.0,0.0,0.0,0,3.4997,-3.9976,50.0013
VID_20241028_124047_10_010,262.601,0,21.02,3.4997,-0.0092,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,-3.8314,-3.8314,40.2087,0.446,0.1945,0.2981,0.0817,0.5714,0.0,0.0,0.0,0.0,0,3.4906,-3.9963,50.0002
VID_20241028_124047_10_010,263.068,1,0.01,3.4906,-0.003,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,-8.6888,-8.6888,37.9231,0.4056,0.1639,0.2346,0.076,0.6667,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,50.0
VID_20241028_124047_10_010,263.535,0,0.47,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,12,21.9131,21.9131,34.4581,0.6202,0.1258,0.221,0.0586,0.3333,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,50.1438
VID_20241028_124047_10_010,264.002,0,0.94,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,13.4908,13.4908,33.3553,0.5411,0.1434,0.1871,0.0613,0.1667,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,50.5353
VID_20241028_124047_10_010,264.47,0,1.41,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,11.1433,11.1433,30.4098,0.5411,0.104,0.1582,0.0481,0.375,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,51.1267
VID_20241028_124047_10_010,264.937,0,1.87,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,3,17.4193,17.4193,13.3461,0.5748,0.12,0.0558,0.031,0.0,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,51.8699
VID_20241028_124047_10_010,265.404,0,2.34,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,0.198,0.198,27.3874,0.4956,0.1173,0.1269,0.0386,0.5,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,52.717
VID_20241028_124047_10_010,265.871,0,2.81,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,4.6397,4.6397,31.1185,0.5083,0.1029,0.142,0.0252,0.2857,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,53.62
VID_20241028_124047_10_010,266.338,0,3.28,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,12,19.2363,19.2363,32.325,0.5878,0.0887,0.1557,0.0248,0.25,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,54.531
VID_20241028_124047_10_010,266.805,0,3.74,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,9,31.4586,31.4586,23.2822,0.6457,0.0894,0.12,0.0261,0.1111,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,55.402
VID_20241028_124047_10_010,267.272,0,4.21,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,5,21.81,21.81,19.6024,0.5948,0.092,0.0891,0.0333,0.2,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,56.185
VID_20241028_124047_10_010,267.739,0,4.68,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,19.9684,19.9684,22.7345,0.5863,0.095,0.0974,0.0357,0.2857,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,56.8321
VID_20241028_124047_10_010,268.207,0,5.14,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,2,16.3495,16.3495,27.9921,0.5703,0.0909,0.1159,0.0252,0.5,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,57.2953
VID_20241028_124047_10_010,268.674,0,5.61,3.4876,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,12.1749,12.1749,19.9501,0.553,0.1174,0.0851,0.0522,0.3333,0.0,0.0,0.0,0.0,0,3.4876,-3.9959,57.5266
VID_20241028_124047_10_010,269.141,0,0.31,3.4876,-0.0148,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,5,15.7877,15.7877,19.4054,0.5669,0.1337,0.0816,0.0515,0.4,0.0,0.0,0.0,0.0,0,3.4728,-3.9923,57.5232
VID_20241028_124047_10_010,269.608,0,0.77,3.4728,-0.0773,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,10.7496,10.7496,16.2121,0.5501,0.1633,0.0735,0.0724,0.5,0.0,0.0,0.0,0.0,0,3.3954,-3.9738,57.4159
VID_20241028_124047_10_010,270.075,0,1.24,3.3954,-0.1388,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,1,-8.2085,-8.2085,0.0,0.4653,0.1462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.2566,-3.941,57.2253
VID_20241028_124047_10_010,270.542,0,1.71,3.2566,-0.195,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,19.718,19.718,16.5084,0.5949,0.1794,0.0714,0.1026,0.1667,0.0,0.0,0.0,0.0,0,3.0616,-3.8954,56.9604
VID_20241028_124047_10_010,271.009,0,2.17,3.0616,-0.246,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,6.1837,6.1837,18.4354,0.545,0.1998,0.0938,0.0839,0.5,0.0,0.0,0.0,0.0,0,2.8156,-3.8385,56.6307
VID_20241028_124047_10_010,271.477,0,2.64,2.8156,-0.2917,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,2,18.6212,18.6212,25.6262,0.5839,0.1312,0.1159,0.0445,0.5,0.0,0.0,0.0,0.0,0,2.5239,-3.7721,56.2452
VID_20241028_124047_10_010,271.944,0,3.11,2.5239,-0.3321,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,14.6758,14.6758,26.2806,0.59,0.1512,0.1436,0.0439,0.5,0.0,0.0,0.0,0.0,0,2.1917,-3.6975,55.8131
VID_20241028_124047_10_010,272.411,0,3.58,2.1917,-0.3673,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,5,-0.4611,-0.4611,30.3532,0.4972,0.1163,0.1415,0.0316,0.6,0.0,0.0,0.0,0.0,0,1.8244,-3.6165,55.3437
VID_20241028_124047_10_010,272.878,0,4.04,1.8244,-0.3972,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,5,26.0763,26.0763,16.8192,0.6309,0.1491,0.0881,0.0433,0.2,0.0,0.0,0.0,0.0,0,1.4272,-3.5305,54.8461
VID_20241028_124047_10_010,273.345,0,4.51,1.4272,-0.4219,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,13.2961,13.2961,16.9386,0.5615,0.135,0.0831,0.0262,0.5,0.0,0.0,0.0,0.0,0,1.0054,-3.4412,54.3296
VID_20241028_124047_10_010,273.812,0,4.98,1.0054,-0.4413,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.5641,-3.3501,53.8034
VID_20241028_124047_10_010,274.279,0,5.44,0.5641,-0.4554,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,3,5.0774,5.0774,40.7446,0.5133,0.1037,0.1973,0.0106,0.3333,0.0,0.0,0.0,0.0,0,0.1087,-3.2587,53.2766
VID_20241028_124047_10_010,274.746,0,5.91,0.1087,-0.4642,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,1,27.7467,27.7467,0.0,0.6174,0.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.3555,-3.1688,52.7584
VID_20241028_124047_10_010,275.214,0,6.38,-0.3555,-0.4678,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,1,27.6544,27.6544,0.0,0.6177,0.1141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.8233,-3.0817,52.2581
VID_20241028_124047_10_010,275.681,0,6.85,-0.8233,-0.4662,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,2,17.9135,17.9135,8.7158,0.5788,0.1525,0.033,0.0408,0.0,0.0,0.0,0.0,0.0,0,-1.2895,-2.9992,51.7849
VID_20241028_124047_10_010,276.148,0,7.31,-1.2895,-0.4592,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,1,10.0428,10.0428,0.0,0.5518,0.2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.7487,-2.9227,51.3479
VID_20241028_124047_10_010,276.615,0,7.78,-1.7487,-0.4471,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,2,32.5608,32.5608,9.2975,0.6478,0.113,0.0507,0.0027,0.0,0.0,0.0,0.0,0.0,0,-2.1958,-2.8539,50.9564
VID_20241028_124047_10_010,277.082,0,8.25,-2.1958,-0.4296,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,2,44.2981,44.2981,1.4606,0.7352,0.1403,0.0198,0.0468,0.0,0.0,0.0,0.0,0.0,0,-2.6254,-2.7943,50.6195
VID_20241028_124047_10_010,277.549,0,8.71,-2.6254,-0.4069,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,8,26.6402,26.6402,16.7244,0.6341,0.1559,0.0914,0.0595,0.125,0.0,0.0,0.0,0.0,0,-3.0323,-2.7455,50.3465
VID_20241028_124047_10_010,278.016,0,9.18,-3.0323,-0.3789,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,7,17.2728,17.2728,24.7426,0.5931,0.1623,0.1357,0.0512,0.2857,0.0,0.0,0.0,0.0,0,-3.4112,-2.7091,50.1465
VID_20241028_124047_10_010,278.484,0,9.65,-3.4112,-0.3457,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,7.7242,7.7242,35.1707,0.5231,0.1407,0.1942,0.059,0.3333,0.0,0.0,0.0,0.0,0,-3.7569,-2.6865,50.0288
VID_20241028_124047_10_010,278.951,0,0.11,-3.7569,-0.3083,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,6,13.2048,13.2048,21.1707,0.5754,0.1783,0.1182,0.0439,0.3333,0.0,0.0,0.0,0.0,0,-4.0651,-2.6791,50.0
VID_20241028_124047_10_010,279.418,0,0.57,-4.0651,-0.2962,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,5,8.3375,8.3375,20.8038,0.5324,0.1369,0.0921,0.0339,0.4,0.0,0.0,0.0,0.0,0,-4.3613,-2.6766,50.0
VID_20241028_124047_10_010,279.885,0,1.04,-4.3613,-0.2964,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,31.0799,31.0799,10.4761,0.6536,0.1349,0.0705,0.0606,0.0,0.0,0.0,0.0,0.0,0,-4.6577,-2.6741,50.0
VID_20241028_124047_10_010,280.352,0,1.51,-4.6577,-0.2966,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,4,14.101,14.101,26.3792,0.5839,0.1643,0.1437,0.0367,0.5,0.0,0.0,0.0,0.0,0,-4.9543,-2.6717,50.0
